Waterbody Type,Segment ID,Waterbody Index Number (WIN),Name,Description,Basin,Segment Miles,6NYCRR Chapter X Part,Water Quality Class
Streams,0603-0064,SR (Pa)-1 (portion 2),"Cayuta Creek, Middle, and tribs","stream and tribs, from Reniff to Van Etten",Susquehanna River,29.26,941,B
Streams,0603-0065,SR (Pa)-1 (portion 3),"Cayuta Creek, Middle, and minor tribs","stream and select tribs, from Van Etten to Cayuta",Susquehanna River,66.89,941,B(T)
Streams,0603-0066,SR (Pa)-1 (portion 4),"Cayuta Creek, Upper, and minor tribs","stream and select tribs, above Cayuta to Cayuta Lake",Susquehanna River,35.03,941,B(T)
Streams,0603-0067,SR (Pa)-1-26,Langford Creek and tribs,entire stream and tribs,Susquehanna River,11.37,941,C
Streams,0603-0068,SR (Pa)-1-41,Jackson Creek and tribs,entire stream and tribs,Susquehanna River,25.42,941,C
Streams,0603-0069,SR (Pa)-1-52,Pony Hollow Creek and tribs,entire stream and tribs,Susquehanna River,37.85,941,C(T)
Streams,0603-0070,SR- 12,"Pipe Creek, Upper, and tribs","stream and tribs, above Straits Corners",Susquehanna River,40.35,941,C
Streams,0603-0071,SR- 19 thru 27 (selected),Minor Tribs to Lower Susquehanna (north),total length of select tribs from Owego to Endicott,Susquehanna River,7.92,941,C
Streams,0603-0072,SR- 20-1,"Barnes Creek, Upper, and tribs",stream and tribs above Owego,Susquehanna River,3.32,921,A
Streams,0603-0073,SR- 30 thru 43 (selected),Minor Tribs to Lower Susquehanna (south),"total length of select tribs, fr Endicott to Binghamton",Susquehanna River,17.02,941,C
Streams,1101-0001,H-299-P27-13- 1-P30- (selected),Tribs to Lake Lonely,total length of selected tribs to lake,Upper Hudson River,21.1,941,C
Streams,1101-0002,H (portion  1),"Upper Hudson, Main Stem",from Waterford/Troy to near Mechanicville,Upper Hudson River,12.75,941,A
Streams,1101-0001,H-299-P27-13- 1-P30- (selected),Tribs to Lake Lonely,total length of selected tribs to lake,Upper Hudson River,21.1,941,C
Streams,1101-0002,H (portion  1),"Upper Hudson, Main Stem",from Waterford/Troy to near Mechanicville,Upper Hudson River,10.48,941,A
Streams,1101-0005,H (portion  5),"Upper Hudson, Main Stem",from Glens Falls to Sherman Isl Dam above Glens Falls,Upper Hudson River,12.58,941,B
Streams,1101-0007,H-260- 6,Dwaas Kill and tribs,entire stream and tribs,Upper Hudson River,43.61,941,C(T)
Streams,1101-0013,H-299-P27-13,"Kayaderosseras Cr, Upper, and tribs",stream and tribs above Milton Center,Upper Hudson River,150.66,941,C
Streams,1101-0014,H-299-P27-13,"Kayaderosseras Cr, Lower, and minor trib",stream and selected tribs from mouth to Milton Center,Upper Hudson River,92.05,941,C
Streams,1101-0019,H-363,"Sturdevant Creek, Upper, and tribs",stream and tribs above Corinth,Upper Hudson River,28.98,941,AA(T)
Streams,1104-0023,H-391 (portion 1),"Schroon River, Lower, and minor tribs","stream and select tribs, from mouth to abv Warrensburg",Upper Hudson River,21.94,941,C(T)
Streams,1701-0261,(MW6.2)  GB..FB-112 (portion 3),"Peconic River, Middle, and tribs",stream and tribs from Peconic Lake to P565a (fresh),Atlantic Ocean/Long Island Soun,2.79,941,C
Streams,1101-0037,H-260-P1089-,Minor Tribs to Round Lakes,total length of selected/smaller tribs to the lakes,Upper Hudson River,20.33,941,C
Streams,1101-0042,H (portion  2),"Upper Hudson, Main Stem",from Mechanicville to Riverside,Upper Hudson River,8.26,941,C
Streams,1101-0043,H (portion  3),"Upper Hudson, Main Stem",from Riverside to Schuylerville,Upper Hudson River,19.41,941,B
Streams,1101-0044,H (portion  4),"Upper Hudson, Main Stem",from Schuylerville Glens Falls,Upper Hudson River,28.12,941,C
Streams,1101-0045,H (portion  6),"Upper Hudson, Main Stem",from Sherman Isl Dam abv Glens Falls to Spier Falls Dam,Upper Hudson River,3.72,941,A
Streams,1101-0046,H (portion  7),"Upper Hudson, Main Stem",from Spier Falls Dam to Corinth,Upper Hudson River,5.3,941,C
Streams,1101-0047,H (portion  8),"Upper Hudson, Main Stem",from Corinth to Hadley,Upper Hudson River,5.85,941,B
Streams,1104-0052,H (portion  9),"Upper Hudson, Main Stem",from Hadley to near Warrensburg,Upper Hudson River,17.19,941,C
Streams,1104-0053,H (portion 10),"Upper Hudson, Main Stem",from Warrensburg to North Creek,Upper Hudson River,23.78,941,C
Streams,1104-0054,H (portion 11),"Upper Hudson, Upper, and minor tribs","stream and select tribs, from North Creek to Newcomb",Upper Hudson River,224.3,941,C(T)
Streams,1104-0055,H (portion 12),"Upper Hudson, Upper, and minor tribs","stream and select tribs, from Newcomb to Sanford Lake",Upper Hudson River,202.39,941,C(T)
Streams,1104-0056,H (portion 13),"Upper Hudson, Upper, and tribs","stream and tribs, above Sanford Lake",Upper Hudson River,64.88,941,AA(T)
Streams,1101-0053,H-241 thru 261 (EOH),Minor Tribs to East of Upper Hudson,"total length of select tribs, fr Troy to Mechanicville",Upper Hudson River,43.25,941,C
Streams,1101-0055,H-244 thru 263 (WOH),Minor Tribs to West of Upper Hudson,"total length of sel. tribs, Waterford to Mechanicville",Upper Hudson River,46.45,941,C
Streams,1101-0056,H-247,"Deep Kill, Lower, and tribs",stream and tribs from mouth to Grant Hollow,Upper Hudson River,11.63,941,C(T)
Streams,1101-0057,H-247,"Deep Kill, Upper, and tribs",stream and tribs above Grant Hollow,Upper Hudson River,15.81,941,A
Streams,1101-0058,H-260- 2,"Plum Brook, Upper, and tribs",stream and tribs above Mechanicville Water Supp (P1081),Upper Hudson River,1.52,941,A
Streams,1101-0061,H-260-P1089-3,Ballston Creek and tribs,entire stream and tribs,Upper Hudson River,10.72,941,C
Streams,1101-0062,H-260-P1089-3-P1090-,Tribs to Ballston Lake,total length of all tribs to the lake,Upper Hudson River,15.18,941,C
Streams,1101-0064,H-266 thru 300 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Stillwater to Schuylerv.",Upper Hudson River,234.27,941,C
Streams,1101-0065,H-299,"Fish Creek, Lower, and tribs","stream and tribs, from mouth to Staffords Bridge",Upper Hudson River,51.75,941,C
Streams,1101-0066,H-299,"Fish Creek, Upper, and tribs","stream and tribs, above Staffords Brdge",Upper Hudson River,19.3,941,B
Streams,1101-0067,H-299-P27- (selected),Minor Tribs to Saratoga Lake,total length of selected/smaller tribs to lake,Upper Hudson River,42.22,941,C
Streams,1101-0069,H-299-P27-13- 1-P30-2-P35-,Tribs to Loughberry Lake,total length of tribs to lake,Upper Hudson River,7.21,941,A
Streams,1101-0070,H-299-P27-13- 1-P30-3,"Bog Meadow Brook, Upper, and tribs",stream and tribs above Old Louden Road,Upper Hudson River,5.53,941,A(T)
Streams,1101-0071,H-299-P27-13- 5,Geyser Brook and tribs,entire stream and selected/smaller tribs,Upper Hudson River,70.49,940,C
Streams,1101-0073,H-299-P27-13- 9,Mourning Kill and tribs,entire stream and tribs,Upper Hudson River,39.45,940,C
Streams,1101-0074,H-299-P27-13-19,Glowegee Creek and tribs,entire stream and tribs,Upper Hudson River,51.34,940,C
Streams,1101-0076,H-302 thru 317 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Schuylerville to FtEdward",Upper Hudson River,99.37,940,C
Streams,1101-0077,H-314,Moses Kill and tribs,entire stream and tribs,Upper Hudson River,128.76,940,C
Streams,1101-0079,H-318,"Snook Kill, Upper, and tribs",stream and tribs above Gansvoort,Upper Hudson River,94.08,940,C(T)
Streams,1101-0080,H-318-1,North Branch Snook Kill and tribs,entire stream and tribs,Upper Hudson River,39.6,940,C(T)
Streams,1101-0085,H-319 thru 343 (selected),Minor Tribs to Upper Hudson,"total length of sel. tribs, Hudson Falls to Glens Falls",Upper Hudson River,101.42,940,C
Streams,1101-0086,H-319a,Champlain Canal,canal from Lock 7 on Hudson River to Dunham Basin,Upper Hudson River,5.63,940,C
Streams,1101-0087,H-327-P109a-,Tribs to Hudson Falls water supply res,total length of all tribs to P109a,Upper Hudson River,6.67,940,AA
Streams,1101-0088,H-333-1,Tribs to S.Glens Falls water supply,entire stream and tribs,Upper Hudson River,0.25,940,AA
Streams,1101-0090,H-344 thru 367 (selected),Minor Tribs to Upper Hudson,"total length of selected tribs, Glens Falls to Hadley",Upper Hudson River,103.06,940,C
Streams,1102-0001,H-264-23,Walloomsac River and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,12.71,940,C(T)
Streams,1102-0002,H-264 (portion 1),"Hoosic River, Lower, Main Stem",from mouth to Johnsonville Dam,Upper Hudson River,14.85,940,B
Streams,1102-0003,H-264 (portion 2),"Hoosic River, Middle, Main Stem",from Johnsonville Dam to Walloomsac River,Upper Hudson River,12.97,940,B
Streams,1102-0004,H-264-10 thru 28 (selected),Minor Tribs to Middle Hoosic River,total length of selected/smaller tribs,Upper Hudson River,55.84,940,C
Streams,1102-0005,H-264-20,Owl Kill and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,48.71,940,C
Streams,1102-0007,H-264-23-1,"Little White Creek, Upper, and tribs",stream and tribs above North Hoosic,Upper Hudson River,17.26,940,A(TS)
Streams,1102-0016,H-264 (portion 3),"Hoosic River, Middle, Main Stem",from Walloomsac River to Hoosic Falls,Upper Hudson River,3.87,940,C(T)
Streams,1102-0017,H-264 (portion 4),"Hoosic River, Upper, and tribs",stream and tribs from Hoosic Falls to Route 7,Upper Hudson River,3.9,941,B(T)
Streams,1102-0018,H-264 (portion 5),"Hoosic River, Upper, and minor tribs","stream and selected/smaller tribs, above Hoosic",Upper Hudson River,36.92,941,C(T)
Streams,1102-0019,H-264- 1 thru 9 (selected),Minor Tribs to Lower Hoosic River,total length of selected/smaller tribs,Upper Hudson River,19.42,941,C
Streams,1102-0020,H-264- 4,"Tomhannock Creek, Lower, and tribs",entire stream and tribs,Upper Hudson River,10.34,941,C
Streams,1102-0021,H-264- 4-P1095-  (selected),Minor Tribs to Tomhannock Reservoir,total length of selected/smaller tribs to the reservoir,Upper Hudson River,30.31,941,A
Streams,1102-0022,H-264- 4-P1095-1,Otter Creek and tribs,entire stream and tribs,Upper Hudson River,24.59,941,A
Streams,1102-0024,H-264- 4-P1095-3,Sunkauissia Creek and tribs,entire stream and tribs,Upper Hudson River,32.05,941,A(T)
Streams,1102-0025,H-264- 8,Powamppokonk/Fly Creek and tribs,entire stream and tribs,Upper Hudson River,38.73,930,C
Streams,1102-0026,H-264-20-8,"White Creek, Upper, and tribs",stream and tribs above Wood Products Mill,Upper Hudson River,19.96,931,A(TS)
Streams,1102-0027,H-264-38,"Little Hoosic River, Lower, and tribs",stream and tribs from mouth to Petersburg,Upper Hudson River,35.09,921,C(TS)
Streams,1102-0028,H-264-38,"Little Hoosic River, Upper, and tribs",stream and tribs above Petersburg,Upper Hudson River,87.94,921,C(TS)
Streams,1102-0032,H-264-41 thru 60 (selected),Minor Tribs to Hoosic (Vermont drainage),"total length of all tribs, direct drainage to Vermont",Upper Hudson River,3.57,923,B
Streams,1103-0004,H-301-20- 1,White Creek and tribs,entire stream and tribs,Upper Hudson River,39.85,922,C
Streams,1103-0010,H-301,"Batten Kill, Lower, and minor tribs",stream and selected tribs from mouth to Greenwich,Upper Hudson River,40.68,922,C
Streams,1103-0011,H-301,"Batten Kill, Middle, and minor tribs","stream and selected tribs, fr Greenwich to E.Greenwich",Upper Hudson River,49.6,924,B(T)
Streams,1103-0012,H-301,"Batten Kill, Upper, and tribs","stream and tribs, above E.Greenwich",Upper Hudson River,63.02,935,C
Streams,1103-0013,H-301- 6,Fly Creek and tribs,entire stream and tribs,Upper Hudson River,27.21,935,C
Streams,1103-0017,H-301-20,Black Creek and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,97.13,890,C
Streams,1104-0022,H-461,Indian River and minor tribs,entire stream and select tribs,Upper Hudson River,14.62,935,C(T)
Streams,0601-0192,SR-173 thru 185,Minor Tribs to Susquehanna River,total length of select trib fr Oneonta to Colliersville,Susquehanna River,36.91,935,C
Streams,0601-0193,SR-183,"Charlotte Creek, Upper, and tribs","stream and tribs, above South Worcester",Susquehanna River,65.04,935,C(TS)
Streams,1701-0263,(MW6.2)  GB..FB-112-2 thru 3,Tribs to Peconic River,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,0.85,935,C
Streams,1701-0266,(MW6.2)  GB..FB-112-3a thru 9 (sel),Tribs to Peconic River,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,6.81,935,C
Streams,1701-0289,(MW7.1b) AO-P790- 2 thru 5 (select),Tribs (fresh) to Mecox Bay,total length of selected (fresh) tribs to bay,Atlantic Ocean/Long Island Soun,3.66,935,C
Streams,1701-0325,(MW7.5)  AO-GSB-179,"Motts Creek, Upper, and tribs",stream and tribs above tidal water (freshwater),Atlantic Ocean/Long Island Soun,0.43,935,C
Streams,1701-0329,(MW7.5)  AO-GSB-181 thru 187 (sel.),Minor Tribs to Patchogue Bay,total length of selected (fresh) tribs to bay,Atlantic Ocean/Long Island Soun,1.84,935,C
Streams,1701-0352,(MW6.3e) GB-SIS-SHB-132,Ligonee Brook and tribs,stream and tribs above Kiln Road (freshwater),Atlantic Ocean/Long Island Soun,1.43,935,C
Streams,1702-0055,(MW3.6)  LIS-13,"Byram River, Middle, and tribs",stream and tribs from Route 1 to NY-CT state line,Atlantic Ocean/Long Island Soun,0.72,935,C
Streams,1702-0057,(MW3.6)  LIS-13-11,Wampus River and tribs,entire stream and tribs,Atlantic Ocean/Long Island Soun,9.41,935,C
Streams,1702-0061,(MW2.3)  ER-1-5,Tibbetts Brook and tribs,entire stream and tribs,Atlantic Ocean/Long Island Soun,0.85,935,B
Streams,1702-0069,(MW3.3)  LIS- 8- 1,Sheldrake River and tribs,stream and tribs from mouth to Upper Larchmont Reserv.,Atlantic Ocean/Long Island Soun,7.45,936,C
Streams,1702-0074,(MW3.2)  LIS- 2,"Hutchinson River, Middle, and tribs",stream and tribs from E.Colonial Ave to City Parkway,Atlantic Ocean/Long Island Soun,2.91,936,B
Streams,1702-0090,(MW3.3)  LIS- 9,"Beaver Swamp Brook, Upper, and tribs",stream and tribs above trib -1 (freshwater),Atlantic Ocean/Long Island Soun,3.87,936,C
Streams,1702-0106,(MW2.4)  ER-3,"Bronx River, Middle, and tribs",stream and tribs fr E.Tremont Ave to Bronx-Westchester,Atlantic Ocean/Long Island Soun,5.53,885,B
Streams,1702-0107,(MW2.4)  ER-3,"Bronx River, Upper, and tribs",stream and tribs above Bronx-Westchester Co. line,Atlantic Ocean/Long Island Soun,35.13,885,C
Streams,1702-0113,(MW2.4)  ER-3-P1063-,Kensico Reservoir Tributaries,total length of all tribs to reservoir,Atlantic Ocean/Long Island Soun,17.21,885,A
Streams,1702-0119,(MW3.2)  LIS- 2,"Hutchinson River, Upper, and tribs",stream and tribs above south end of City Parkway,Atlantic Ocean/Long Island Soun,2.54,885,C
Streams,1702-0120,(MW3.2)  LIS- 4,Burling Brook and tribs,entire stream and tribs,Atlantic Ocean/Long Island Soun,0.23,885,C
Streams,1702-0123,(MW3.3)  LIS- 8,"Mamaroneck River, Upper, and minor tribs",entire stream and selected tribs above Route 1,Atlantic Ocean/Long Island Soun,11.35,885,C
Streams,1702-0124,(MW3.3)  LIS- 8- 6,West Branch Mamaroneck River and tribs,entire stream and tribs,Atlantic Ocean/Long Island Soun,1.8,885,C
Streams,1702-0130,(MW3.4)  LIS-11,"Blind Brook, Upper, and tribs",stream and tribs above Cross County Parkway,Atlantic Ocean/Long Island Soun,15.36,925,C
Streams,1702-0133,(MW3.6)  LIS-13,"Byram River, Upper, and minor tribs","stream and selected/smaller tribs, above NY-CT line",Atlantic Ocean/Long Island Soun,8.7,925,B(T)
Streams,1702-0135,(MW3.7)  Conn- 1 thru 10 (selected),Minor Tribs to Connecticut,total length of selected tribs entering CT,Atlantic Ocean/Long Island Soun,12.35,925,AA-S
Streams,1702-0136,(MW3.7)  Conn- 4,Mianus River and tribs,entire stream and tribs above Mianus Reservoir,Atlantic Ocean/Long Island Soun,24.84,921,AA-S
Streams,1702-0137,(MW3.7)  Conn- 6,Mill River and tribs,entire stream and tribs,Atlantic Ocean/Long Island Soun,8.1,921,AA-S
Streams,1702-0138,(MW2.5)  ER/LIS-LNB-21,Trib to Little Neck Bay,total length of selected (fresh) tribs to bay,Atlantic Ocean/Long Island Soun,0.49,924,C
Streams,1702-0143,(MW4.2b) LIS-MB-22 thru 30,Tribs to Manhasset Bay,total length of selected (fresh) tribs to bay,Atlantic Ocean/Long Island Soun,5.3,815,C
Streams,1702-0144,(MW4.3a) LIS-32,East Creek and tribs,stream and tribs above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,0.85,847,C
Streams,1702-0147,(MW4.3a) LIS-HH-38,"Glen Cove Creek, Upper, and tribs",stream and tribs abv Pratt Park Pond (freshwater),Atlantic Ocean/Long Island Soun,4.64,847,C
Streams,1702-0149,(MW4.3b) LIS-41/P145-1,Island Swamp Brook and tribs,entire stream and tribs,Atlantic Ocean/Long Island Soun,0.79,847,C(T)
Streams,1702-0153,(MW4.4a) LIS-OBH-MNC-44 thru 48,Minor Tribs to Oyster Bay/Mill Neck Cr,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,1.6,910,C
Streams,1702-0156,(MW4.4b) LIS-CSH-49 thru 52,Minor Tribs to Cold Spring Harbor,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,2.21,910,C
Streams,1702-0231,(MW5.2a) LIS-HB..55 thru 57,Freshwater tribs to Huntington Bay,total length of selected (fresh) tribs to bay,Atlantic Ocean/Long Island Soun,0.42,910,C
Streams,1702-0234,(MW5.2b) LIS- 58 thru 61,Tribs (freshwater) to Long Island Sound,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,4.66,860,C
Streams,1305-0011,H-101 (portion 5),"Wappingers Cr, Upper, and tribs","stream and tribs, above Stanfordville",Lower Hudson River,81.45,857,C(TS)
Streams,1305-0012,H-101 (portion 1),"Wappingers Cr, Lower, and minor tribs","stream and select tribs, from mouth to Wappingers Falls",Lower Hudson River,10.4,857,C(T)
Streams,1305-0013,H-101 (portion 3),"Wappingers Cr, Middle, and minor tribs","stream and select tribs, fr Wapp.Falls to Pleasnt.Vall.",Lower Hudson River,42.69,857,B(T)
Streams,1305-0014,H-101 (portion 4),"Wappingers Cr, Middle, and minor tribs","stream and select tribs, fr Pleasnt Val to Stanfrdville",Lower Hudson River,91.84,857,B(T)
Streams,1305-0015,H-101- 1- 1a,Unnamed Trib to Hughsonville Cr,entire stream,Lower Hudson River,5.44,857,B
Streams,1305-0016,H-101- 4,Unnamed Trib to Wappingers Cr and tribs,entire stream and tribs,Lower Hudson River,25.49,857,B(T)
Streams,1305-0018,H-101-11,Unnamed Trib to Wappingers Cr and tribs,entire stream and tribs,Lower Hudson River,22.61,857,B
Streams,1305-0019,H-101-18,"Little Wappingers Cr, Lower, and tribs","stream and tribs, mouth to Schultzville",Lower Hudson River,28.15,857,B(T)
